,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22,full_address,location,latitude,longitude,weight
1313,1104834,Child Care Center,Peaceful Valley Montessori of Eden Prairie,18295 CASCADE DR,,,Eden Prairie,MN,55347,Hennepin,(952) 934-7862,Active,"ES MN, LLC",144,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/17/2020,01/01/2023,12/31/2023,   ,,18295 CASCADE DR Eden Prairie MN 55347,"18295 Cascade Dr, Eden Prairie, MN 55347, USA",44.8611235,-93.5095932,
1314,808184,Child Care Center,Peli Preschool & Family Center,21 N Hill St,,,La Crescent,MN,55947,Houston,(507) 895-4440,Active,Prince of Peace Lutheran Church,60 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1994,01/01/2023,12/31/2023,   ,,21 N Hill St La Crescent MN 55947,"21 N Hill St, La Crescent, MN 55947, USA",43.8295731,-91.3131039,
1315,1049126,Child Care Center,Pemberton Academic Learning Services Inc (PALS),143 4th St,,,Pemberton,MN,56078,Blue Earth,(507) 869-3353,Active,Pemberton Academic Learning Services Inc,55 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/06/2008,01/01/2023,12/31/2023,   ,,143 4th St Pemberton MN 56078,"143 4th St, Pemberton, MN 56078, USA",44.0067803,-93.78278859999999,
1316,1077552,Child Care Center,Penny's Care Learning Center Inc.,4900 XERXES AVE N,,,Brooklyn Center,MN,55430,Hennepin,(612) 354-3351,Active,Penny's Care Learning Center Inc.,36 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/29/2016,01/01/2023,12/31/2023,   ,,4900 XERXES AVE N Brooklyn Center MN 55430,"4900 N Xerxes Ave, Minneapolis, MN 55430, USA",45.0441077,-93.31914839999999,
1317,1046194,Child Care Center,People Serving People Children's Center,614 S 3RD ST,,,Minneapolis,MN,55415,Hennepin,(612) 277-0262,Active,"People Serving People, Inc.",35 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/09/2007,01/01/2023,12/31/2023,   ,,614 S 3RD ST Minneapolis MN 55415,"614 S 3rd St, Minneapolis, MN 55415, USA",44.9774988,-93.2600085,
1318,1065946,Child Care Center,Perfect Balance Child Care LLC,3616 12th Ave S,,,Minneapolis,MN,55407,Hennepin,(612) 276-0652,Active,Perfect Balance Child Care LLC,117,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/31/2014,01/01/2023,12/31/2023,   ,,3616 12th Ave S Minneapolis MN 55407,"3616 12th Ave S, Minneapolis, MN 55407, USA",44.9371014,-93.25786839999999,
1319,1065533,Child Care Center,Peter Pan Preschool & Childcare,2195 Rolling Green,,,North Mankato,MN,56003,Nicollet,(507) 387-8213,Active,Peter Pan Preschool & Childcare LLC,60 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/09/2013,01/01/2023,12/31/2023,   ,,2195 Rolling Green North Mankato MN 56003,"2195 Rolling Green Trail, North Mankato, MN 56003, USA",44.1955373,-94.05296659999999,
1320,1086481,Child Care Center,Pierz Head Start,66 Kamnic St,,,Pierz,MN,56364,Morrison,(320) 468-6458,Active,Tri County Community Action Partnership Inc,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/17/2017,01/01/2023,12/31/2023,   ,,66 Kamnic St Pierz MN 56364,"66 Kamnic St, Pierz, MN 56364, USA",45.98064,-94.09605169999999,
1321,1103755,Child Care Center,Pillars Child Care (The),3033 UNIVERSITY AVE SE,,,Minneapolis,MN,55414,Hennepin,(612) 623-7023,Active,"Ebenezer Management Services, Inc.",105,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2020,01/01/2023,12/31/2023,   ,,3033 UNIVERSITY AVE SE Minneapolis MN 55414,"3033 University Ave SE, Minneapolis, MN 55414, USA",44.9703458,-93.21292419999999,
1322,801912,Child Care Center,Pillsbury House Early Education Center,3501 Chicago Ave S,,,Minneapolis,MN,55407,Hennepin,(612) 824-0708,Active,Pillsbury United Communities Services,32 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/05/1981,01/01/2023,12/31/2023,   ,,3501 Chicago Ave S Minneapolis MN 55407,"3501 Chicago Ave, Minneapolis, MN 55407, USA",44.9393313,-93.26221300000002,
1323,1062777,Child Care Center,Pine Childrens Early Learning Center LLC,900 4th St SE,,,Pine City,MN,55063,Pine,(320) 629-5147,Active,Pine Childrens Early Learning Center LLC,34 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/04/2012,01/01/2023,12/31/2023,   ,,900 4th St SE Pine City MN 55063,"900 4th St SE, Pine City, MN 55063, USA",45.8191435,-92.9688932,
1324,1106266,Child Care Center,Pine Pals Intergenerational Learning Child Care and Preschool,1700 30TH ST NW,,,Bemidji,MN,56601,Beltrami,(218) 444-5151,Active,"Pine Pals, Inc",100,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/30/2020,01/01/2023,12/31/2023,   ,,1700 30TH ST NW Bemidji MN 56601,"1700 30th St NW, Bemidji, MN 56601, USA",47.4974079,-94.90483230000001,
1325,1065182,Child Care Center,Pine View Child Care & Learning Center,34257 County Road 3,,,Crosslake,MN,56442,Crow Wing,(218) 692-2273,Active,Pine View Child Care and Learning Center,57 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/10/2013,01/01/2023,12/31/2023,   ,,34257 County Road 3 Crosslake MN 56442,"34257 Co Rd 3, Crosslake, MN 56442, USA",46.649206,-94.11537249999999,
1326,1066037,Child Care Center,Pioneers Preschool Center,1604 BROOKDALE DR,,,Brooklyn Park,MN,55444,Hennepin,(763) 208-0822,Active,Atawasul Center,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2013,01/01/2023,12/31/2023,   ,,1604 BROOKDALE DR Brooklyn Park MN 55444,"1604 Brookdale Dr, Minneapolis, MN 55444, USA",45.0948848,-93.3027754,
1327,804400,Child Care Center,Pipestone Head Start Center Peace United Methodist Church,Hwy 30 & 23,,,Pipestone,MN,56164,Pipestone,(507) 825-4421,Active,Southwestern Minnesota Opportunity Council,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/11/1990,02/17/2023,12/31/2023,   ,,Hwy 30 & 23 Pipestone MN 56164,"MN-23 & State Hwy 30, Pipestone, MN 56164, USA",43.9940025,-96.3117771,
1328,804779,Child Care Center,Playhouse Child Care Center,109 Sandberg Road,,,Monticello,MN,55362,Wright,(763) 295-6668,Active,Playhouse Child Care Center Inc.,91 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/26/1992,01/01/2023,12/31/2023,   ,,109 Sandberg Road Monticello MN 55362,"109 Sandberg Rd, Monticello, MN 55362, USA",45.2971775,-93.80300869999999,
1329,806228,Child Care Center,Playhouse Child Care Center,1701 9th Ave N,,,Saint Cloud,MN,56303,Stearns,(320) 534-0174,Active,"Playhouse Child Care Center, Inc.",99 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/25/1993,01/01/2023,12/31/2023,   ,,1701 9th Ave N Saint Cloud MN 56303,"1701 9th Ave N, St Cloud, MN 56303, USA",45.5798572,-94.17356389999999,
1330,809482,Child Care Center,Playhouse Child Care Center,209 2nd St S,,,Sartell,MN,56377,Stearns,(320) 253-8480,Active,"Playhouse Child Care Center, Inc.",135,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/14/1995,01/01/2023,12/31/2023,   ,,209 2nd St S Sartell MN 56377,"209 2nd St S, Sartell, MN 56377, USA",45.6156414,-94.207832,
1331,1066391,Child Care Center,Playhouse Child Care Center,2901 Clearwater Rd,,,Saint Cloud,MN,56301,Stearns,(320) 258-3060,Active,Playhouse Child Care Center Inc.,96 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2014,01/01/2023,12/31/2023,   ,,2901 Clearwater Rd Saint Cloud MN 56301,"2901 Clearwater Rd, St Cloud, MN 56301, USA",45.5218733,-94.15970109999999,
1332,801948,Child Care Center,Playschool Child Care,1709 N Mcknight Rd, ,,Maplewood ,MN,55109,Ramsey,(651) 779-7926,Active,"Playschool, Inc.",62 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1986,01/01/2023,12/31/2023,   ,,1709 N Mcknight Rd Maplewood  MN 55109,"1709 N McKnight Rd, Maplewood, MN 55119, USA",44.9702403,-93.0050164,
1333,1074750,Child Care Center,Plymouth Academy,911 Plymouth Ave,,,Minneapolis,MN,55411,Hennepin,(612) 388-4898,Active,Plymouth Academy Inc,138,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/21/2015,01/01/2023,12/31/2023,   ,,911 Plymouth Ave Minneapolis MN 55411,"911 Plymouth Ave N, Minneapolis, MN 55411, USA",44.9916935,-93.29154369999999,
1334,1076817,Child Care Center,Pond Early Childhood Family Development Center,9600 3rd Ave S,,,Bloomington,MN,55420,Hennepin,(612) 870-7422,Active,"Parents in Community Action, Inc.",28 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/13/2015,01/01/2023,12/31/2023,   ,,9600 3rd Ave S Bloomington MN 55420,"9600 3rd Ave S, Minneapolis, MN 55420, USA",44.8293976,-93.2741592,
1335,1051433,Child Care Center,Pony Preschool & Child Development Center LLC ,490  N 4th Street,,,Bayport,MN,55003,Washington,(651) 351-9528,Active,Pony Preschool & Child Development Center LLC,60 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/22/2008,01/01/2023,12/31/2023,   ,,490  N 4th Street Bayport MN 55003,"490 4th St S, Bayport, MN 55003, USA",45.02014250000001,-92.782018,
1336,1014503,Child Care Center,Portland Village Early Childhood Family Development Center,1829 Portland Ave S,,,Minneapolis,MN,55404,Hennepin,(612) 377-7422,Active,"Parents in Community Action, Inc.",36 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/12/2002,01/01/2023,12/31/2023,   ,,1829 Portland Ave S Minneapolis MN 55404,"1829 Portland Ave S, Minneapolis, MN 55404, USA",44.964128,-93.2672431,
1337,1064066,Child Care Center,Prairie Hill Montessori LLC,26070 2nd St E,,,Zimmerman,MN,55398,Sherburne,(763) 498-3122,Active,Katherine Mary Curtis,45 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/12/2012,01/01/2023,12/31/2023,   ,,26070 2nd St E Zimmerman MN 55398,"26070 2nd St E, Zimmerman, MN 55398, USA",45.44305079999999,-93.5871263,
1338,830468,Child Care Center,Prairie Meadows Head Start,650 Agnes St,Prairie Meadows Elementary,,Spicer,MN,56288,Kandiyohi,(320) 235-0850,Active,United Community Action Partnership Inc,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/24/1997,01/01/2023,12/31/2023,   ,,650 Agnes St Spicer MN 56288,"650 Agnes St, Spicer, MN 56288, USA",45.2342355,-94.95330799999999,
1339,1111598,Child Care Center,Prairie Pines Child Care Center,124 JOHNSON AVE N,,,Fosston,MN,56542,Polk,(218) 435-1959,Active,Prairie Pines Child Care Center,42 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/25/2022,01/18/2023,12/31/2023,   ,,124 JOHNSON AVE N Fosston MN 56542,"124 N Johnson Ave, Fosston, MN 56542, USA",47.5767318,-95.75072829999999,
1340,830364,Child Care Center,Prairie Playhouse Child Care,349 S EDQUIST ST,,,Appleton,MN,56208,Swift,(320) 289-2060,Active,Prairie Playhouse Child Care Inc.,119,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/29/1997,01/01/2023,12/31/2023,   ,,349 S EDQUIST ST Appleton MN 56208,"349 S Edquist St, Appleton, MN 56208, USA",45.1966505,-96.0132802,
1341,1113426,Child Care Center,Praise and Play,310 MEDAYTO DR,,,Spicer,MN,56288,Kandiyohi,(320) 235-7271,Active,Vinje Lutheran Church of Willmar,67 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/01/2022,01/01/2023,12/31/2023,   ,,310 MEDAYTO DR Spicer MN 56288,"310 Medayto Dr, Spicer, MN 56288, USA",45.238975,-94.9422566,
1342,1019767,Child Care Center,Precious Lambs Preschool ,4520 19TH AVE NW,,,Rochester,MN,55901,Olmsted,(507) 282-8280,Active,Resurrection Evangelical Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/07/2003,01/01/2023,12/31/2023,   ,,4520 19TH AVE NW Rochester MN 55901,"4520 19th Ave NW, Rochester, MN 55901, USA",44.0711234,-92.491216,
1343,1080546,Child Care Center,Precious Little Blessings,1304 Fir Ave N,,,Glencoe,MN,55336,McLeod,(320) 864-3006,Active,St Johns Evangelical Lutheran Church,58 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,05/02/2016,01/01/2023,12/31/2023,   ,,1304 Fir Ave N Glencoe MN 55336,"1304 Fir Ave N, Glencoe, MN 55336, USA",44.7724054,-94.167334,
1344,1014489,Child Care Center,Precious Pebbles Preschool,3040 Stonehedge Dr NE,,,Rochester,MN,55906,Olmsted,(507) 252-5088,Active,Christ Our Rock Lutheran Church,26 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/20/2002,01/01/2023,12/31/2023,   ,,3040 Stonehedge Dr NE Rochester MN 55906,"3040 Stonehedge Dr NE, Rochester, MN 55906, USA",44.0543043,-92.432141,
1345,830837,Child Care Center,Precious Years Learning Ctr,24646 HAZELWOOD DR,,,Nisswa,MN,56468,Crow Wing,(218) 963-1088,Active,Precious Years Learning Center,66 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/05/1998,01/01/2023,12/31/2023,   ,,24646 HAZELWOOD DR Nisswa MN 56468,"24646 Hazelwood Dr, Nisswa, MN 56468, USA",46.50990609999999,-94.2932266,
1346,810125,Child Care Center,Preschool Place,1141 Cardinal St,,,Chaska,MN,55318,Carver,(952) 361-4223,Active,Preschool Place,74 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1996,01/01/2023,12/31/2023,   ,,1141 Cardinal St Chaska MN 55318,"1141 Cardinal St, Chaska, MN 55318, USA",44.798053,-93.60254739999999,
1347,1012326,Child Care Center,Preschools of St Andrew's (The),260 East Ave,,,Mahtomedi,MN,55115,Washington,(651) 762-4300,Active,St. Andrew's Lutheran Church,94 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2001,01/01/2023,12/31/2023,   ,,260 East Ave Mahtomedi MN 55115,"260 East Ave, Mahtomedi, MN 55115, USA",45.0629779,-92.9466784,
1348,802287,Child Care Center,Preschools of St Andrew's Half Day (The),900 Stillwater Rd,,,Mahtomedi,MN,55115,Washington,(651) 762-9121,Active,St. Andrew's Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1979,01/01/2023,12/31/2023,   ,,900 Stillwater Rd Mahtomedi MN 55115,"900 Stillwater Rd, Mahtomedi, MN 55115, USA",45.0596539,-92.9477363,
1349,1094967,Child Care Center,Presentation of Mary Discovery Center,1695 Kennard St,,,Maplewood ,MN,55109,Ramsey,(651) 770-3093,Active,Lake Area Discovery Center,81 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2018,01/01/2023,12/31/2023,   ,,1695 Kennard St Maplewood  MN 55109,"1695 Kennard St, Maplewood, MN 55109, USA",44.9931108,-93.03171429999999,
1350,1115273,Child Care Center,Primrose School of Andover at Crosstown,15216 BLUEBIRD ST NW,,,Andover,MN,55304,Anoka,(763) 208-7858,Active,Early Foundations MSP Andover LLC,140,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/07/2022,01/01/2023,12/31/2023,   ,,15216 BLUEBIRD ST NW Andover MN 55304,"15216 Bluebird St NW, Andover, MN 55304, USA",45.2462343,-93.30387610000001,
1351,1079346,Child Care Center,Primrose School of Apple Valley,15455 Embry Path,,,Apple Valley,MN,55124,Dakota,(952) 683-9595,Active,Little Badgers Inc dba Primrose School of Apple Valley,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/11/2016,01/01/2023,12/31/2023,   ,,15455 Embry Path Apple Valley MN 55124,"15455 Embry Path, Apple Valley, MN 55124, USA",44.7252757,-93.1733137,
1353,1062456,Child Care Center,Primrose School of Champlin Park,10051 Xenia Ave N,,,Brooklyn Park,MN,55443,Hennepin,(763) 494-5500,Active,JRP Childrens Services Inc dba Primrose School of Maple Grove,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/11/2012,01/01/2023,12/31/2023,   ,,10051 Xenia Ave N Brooklyn Park MN 55443,"10051 Xenia Ave N, Brooklyn Park, MN 55443, USA",45.1370713,-93.3556275,
1354,1064067,Child Care Center,Primrose School of Chanhassen,8950 Crossroads Blvd,,,Chanhassen,MN,55317,Carver,(952) 934-2590,Active,MEP2 Inc,176,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/17/2012,01/01/2023,12/31/2023,   ,,8950 Crossroads Blvd Chanhassen MN 55317,"8950 Crossroads Blvd, Chanhassen, MN 55317, USA",44.8414093,-93.5416207,
1355,1088402,Child Care Center,Primrose School of Cottage Grove,6927 Pine Arbor Dr S,,,Cottage Grove,MN,55016,Washington,(651) 302-7877,Active,M & M Arora Business Group Inc,180,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/26/2017,02/06/2023,12/31/2023,   ,,6927 Pine Arbor Dr S Cottage Grove MN 55016,"6927 Pine Arbor Dr S, Cottage Grove, MN 55016, USA",44.8488783,-92.9498304,
1356,1060201,Child Care Center,Primrose School of Eagan,4249 JOHNNY CAKE RIDGE RD,,,Eagan,MN,55122,Dakota,(651) 994-1477,Active,ETC Kids Corp,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/30/2011,01/01/2023,12/31/2023,   ,,4249 JOHNNY CAKE RIDGE RD Eagan MN 55122,"4249 Johnny Cake Ridge Rd, Eagan, MN 55122, USA",44.8025385,-93.18494830000002,
1357,1044451,Child Care Center,Primrose School of Eden Prairie,7800 EDEN PRAIRIE RD,,,Eden Prairie,MN,55347,Hennepin,(952) 944-6025,Active,"Minnesota Educational Excellence, Inc. ",181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/11/2007,01/01/2023,12/31/2023,   ,,7800 EDEN PRAIRIE RD Eden Prairie MN 55347,"7800 Eden Prairie Rd, Eden Prairie, MN 55347, USA",44.8613982,-93.48621299999999,
1358,1064528,Child Care Center,Primrose School of Edina,7399 Metro Blvd,,,Edina,MN,55439,Hennepin,(763) 381-4971,Active,B Lilly Inc,178,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/11/2013,01/01/2023,12/31/2023,   ,,7399 Metro Blvd Edina MN 55439,"7399 Metro Blvd, Minneapolis, MN 55439, USA",44.8681631,-93.3513682,
1359,1115274,Child Care Center,Primrose School of Hugo,14689 VICTOR HUGO BLVD N,,,Hugo,MN,55038,Washington,(651) 528-7648,Active,Early Foundations MSP Hugo LLC,133,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/07/2022,01/01/2023,12/31/2023,   ,,14689 VICTOR HUGO BLVD N Hugo MN 55038,"14689 Victor Hugo Blvd, Hugo, MN 55038, USA",45.16327037210904,-93.01300556536009,
1360,1054015,Child Care Center,Primrose School of Lakeville North,9711 163rd Street West,,,Lakeville,MN,55044,Dakota,(952) 435-8885,Active,"RHBT Enterprises, Inc.",181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/29/2009,01/01/2023,12/31/2023,   ,,9711 163rd Street West Lakeville MN 55044,"9711 163rd St W, Lakeville, MN 55044, USA",44.713162,-93.2617415,
1361,1049983,Child Care Center,Primrose School of Maple Grove,6975 WEDGWOOD RD N,,,Maple Grove,MN,55311,Hennepin,(763) 494-4330,Active,JRP Childrens Services Inc dba Primrose School of Maple Grove,180,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/16/2008,01/01/2023,12/31/2023,   ,,6975 WEDGWOOD RD N Maple Grove MN 55311,"6975 Wedgwood Rd N, Maple Grove, MN 55311, USA",45.0815284,-93.4496242,
1362,1074050,Child Care Center,Primrose School of Minnetonka,17821 HIGHWAY 7,,,Minnetonka,MN,55345,Hennepin,(952) 401-0300,Active,DCK Learning LLC,249,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/13/2014,01/01/2023,12/31/2023,   ,,17821 HIGHWAY 7 Minnetonka MN 55345,"17821 MN-7, Minnetonka, MN 55345, USA",44.9116612,-93.50677840000002,
1363,1053885,Child Care Center,Primrose School of Rochester,2600 2nd Street SW,,,Rochester,MN,55902,Olmsted,(507) 424-2660,Active,JEK of Rochester Inc,185,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/15/2009,01/01/2023,12/31/2023,   ,,2600 2nd Street SW Rochester MN 55902,"2600 2nd St SW, Rochester, MN 55902, USA",44.0222684,-92.50254389999999,
1364,1101665,Child Care Center,Primrose School of Rogers,21035 135TH AVE N,,,Rogers,MN,55374,Hennepin,(763) 760-3732,Active,LHJerv Incorporated,178,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/10/2020,01/01/2023,12/31/2023,   ,,21035 135TH AVE N Rogers MN 55374,"21035 135th Ave N, Rogers, MN 55374, USA",45.1999666,-93.5458476,
1365,1096770,Child Care Center,Primrose School of S. Minneapolis & Richfield,6500 Richfield Pkwy,,,Richfield,MN,55423,Hennepin,(612) 999-0666,Active,Primshoreview Enterprises LLC,180,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/18/2019,01/01/2023,12/31/2023,   ,,6500 Richfield Pkwy Richfield MN 55423,"6500 Richfield Pkwy, Richfield, MN 55423, USA",44.8848239,-93.2507346,
1366,1066498,Child Care Center,Primrose School of Savage,7459 South Park Dr,,,Savage,MN,55378,Scott,(952) 226-4352,Active,S3A Enterprises LLC,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/28/2013,01/01/2023,12/31/2023,   ,,7459 South Park Dr Savage MN 55378,"7459 S Park Dr, Savage, MN 55378, USA",44.7399229,-93.3753067,
1367,1083305,Child Care Center,Primrose School of St Louis Park West,8955 W 36th St,,,St Louis Park,MN,55426,Hennepin,(952) 873-7484,Active,Miles of Smiles Enterprises LLC,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/09/2017,01/01/2023,12/31/2023,   ,,8955 W 36th St St Louis Park MN 55426,"8955 W 36th St, St Louis Park, MN 55426, USA",44.938489,-93.3927167,
1368,1081419,Child Care Center,Primrose School of St Paul at Merriam Park,1533 DAYTON AVE,,,Saint Paul,MN,55104,Ramsey,(651) 202-3144,Active,Taylor Hobbs Inc.,194,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2016,01/01/2023,12/31/2023,   ,,1533 DAYTON AVE Saint Paul MN 55104,"1533 Dayton Ave, St Paul, MN 55104, USA",44.9476406,-93.1649595,
1369,1115419,Child Care Center,Primrose School of the Lakes at Blaine,2303 124TH CT NE,,,Blaine,MN,55449,Anoka,(763) 767-4222,Active,Early Foundations MSP Blaine LLC,181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/15/2022,01/01/2023,12/31/2023,   ,,2303 124TH CT NE Blaine MN 55449,"2303 124th Ct NE, Blaine, MN 55449, USA",45.1966968,-93.212476,
1371,1048300,Child Care Center,Primrose School of West Plymouth,17805 Old Rockford Rd,,,Plymouth,MN,55446,Hennepin,(763) 519-9150,Active,Primrose School of West Plymouth,180,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/10/2007,01/01/2023,12/31/2023,   ,,17805 Old Rockford Rd Plymouth MN 55446,"17805 Old Rockford Rd, Plymouth, MN 55446, USA",45.0350677,-93.5065061,
1372,1048370,Child Care Center,"Primrose School of Woodbury Tall Giraffe, Inc.",10350 CITY WALK DR,,,Woodbury,MN,55129,Washington,(651) 731-5333,Active,"Primrose School of Woodbury Tall Giraffe, Inc.",181,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/22/2007,01/01/2023,12/31/2023,   ,,10350 CITY WALK DR Woodbury MN 55129,"10350 City Walk Dr, Woodbury, MN 55129, USA",44.94410329999999,-92.8964946,
1373,1017049,Child Care Center,Prince of Peace Luther Preschool Campus,4770 County Road 120,,,Saint Cloud,MN,56303,Stearns,(320) 251-1477,Active,Prince of Peace Lutheran School Association,16 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/13/2002,01/01/2023,12/31/2023,   ,,4770 County Road 120 Saint Cloud MN 56303,"4770 Co Rd 120, St Cloud, MN 56303, USA",45.58572849999999,-94.2199953,
