,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22
1602,802333,Child Care Center,St. John's Child Care Center,4842 Nicollet Ave S,,,Minneapolis,MN,55419     ,Hennepin,(612) 827-1237,Active,St. John's Lutheran Church,102,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/01/1964,01/01/2023,12/31/2023,   ,
1603,1018677,Child Care Center,St. John's Lutheran Church and School,300 E 4TH ST,, ,Chaska,MN,55318-2114,Carver,(952) 448-2526,Active,St. John's Lutheran Church and School,50 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/03/2002,01/01/2023,12/31/2023,   ,
1604,1109452,Child Care Center,St. John's Lutheran Preschool,9141 COUNTY ROAD 101,,,Corcoran,MN,55340-9694,Hennepin,(763) 420-2426,Active,St. John's Evangelical Lutheran Church of Corcoran and Maple Grove,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2021,01/01/2023,12/31/2023,   ,
1605,1030248,Child Care Center,St. John's Roots to Wings Learning Center,516 W Chestnut St,,,Lake City,MN,55041     ,Wabasha,(651) 345-4092,Active,St. John's Evangelical Lutheran Church,48 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/24/2004,01/01/2023,12/31/2023,   ,
1606,802645,Child Care Center,St. John's Wee Care Learning Center,111 2nd Ave NE,,,Stewartville,MN,55976     ,Olmsted,(507) 533-6260,Active,St. Johns Lutheran Church,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/09/1983,01/01/2023,12/31/2023,   ,
1607,810876,Child Care Center,St. Johns Grandkids,201 S COUNTY ROAD 5,,,Springfield,MN,56087-2102,Brown,(507) 723-3230,Active,St John Lutheran Home,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/01/1996,01/01/2023,12/31/2023,   ,
1608,802352,Child Care Center,St. Luke's Christian Preschool,1701 W OLD SHAKOPEE RD,,,Bloomington,MN,55431-3025,Hennepin,(952) 881-5801,Active,St. Luke's Lutheran Church,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/31/1970,01/01/2023,12/31/2023,   ,
1609,802359,Child Care Center,St. Martin's Early Learning Center,312 E BROADWAY ST,,,Winona,MN,55987-0000,Winona,(507) 474-4400,Active,St. Martin's Evangelical Lutheran Church,74 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1980,01/01/2023,12/31/2023,   ,
1610,802363,Child Care Center,St. Mary's Child Care Center,530 E 2nd St, , ,Duluth,MN,55805     ,St. Louis,(218) 786-4411,Active,St. Mary's Medical Center,64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/11/1982,01/01/2023,12/31/2023,   ,
1611,1097046,Child Care Center,St. Mary's Early Learning Academy,815 6TH AVE SW,,,Pine City,MN,55063-1804,Pine,(320) 629-3953,Active,St Mary's Early Learning Academy,95 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2019,01/01/2023,12/31/2023,   ,
1612,1109075,Child Care Center,St. Mary's Preschool,210 4TH ST N,,,Breckenridge,MN,56520-1400,Wilkin,(218) 643-5443,Active,"St. Mary of the Presentation, Breckenridge, Minnesota",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/22/2022,01/01/2023,12/31/2023,   ,
1613,802372,Child Care Center,St. Michael's Lutheran Preschool,9201 Normandale Blvd,,,Bloomington,MN,55437     ,Hennepin,(952) 230-2025,Active,St. Michael's Lutheran Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1968,01/01/2023,12/31/2023,   ,
1614,1057890,Child Care Center,St. Odilia Child Care/St. Odilia Catholic School,3495 VICTORIA ST N,,,Shoreview,MN,55126-3813,Ramsey,(651) 484-3364,Active,St Odilia Child Care/St Odilia Catholic School,183,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/07/2010,01/01/2023,12/31/2023,   ,
1615,802384,Child Care Center,St. Paul's Childhood Center,900 SUMMIT AVE,,,Saint Paul,MN,55105-3029,Ramsey,(651) 224-4749,Active,St. Paul's Childhood Center,131,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1970,01/01/2023,12/31/2023,   ,
1616,802387,Child Care Center,St. Paul's Lutheran Preschool,500 6th Ave SW,,,Perham,MN,56573     ,Otter Tail,(218) 346-2300,Active,St. Paul's Lutheran Preschool,30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/09/1987,01/01/2023,12/31/2023,   ,
1617,1103813,Child Care Center,St. Paul's Preschool,126 S PAYNE ST,,,New Ulm,MN,56073-3269,Brown,(507) 354-3621,Active,St Paul's Lutheran Church,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/27/2020,01/01/2023,12/31/2023,   ,
1618,802388,Child Care Center,St. Peter Head Start 1 and 2,600 S 5th St,,,Saint Peter,MN,56082     ,Nicollet,(507) 934-5226,Active,"Minnesota Valley Action Council, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1968,01/01/2023,12/31/2023,   ,
1619,1114443,Child Care Center,St. Peter's Preschool,410 RING AVE N,,,Canby,MN,56220-1237,Yellow Medicine,(507) 223-7729,Active,"The Church of St. Peter of Canby, Minnesota",17 ,Service: Day time child care Ages Served: Preschool       ,"Per State Fire Marshal, temporary occupancy granted until 4/25/2023",Child Care Center,Minnesota Department of Human Services,09/06/2022,01/01/2023,12/31/2023,   ,
1620,830633,Child Care Center,St. Peter's Preschool/Discovery,1250 S Shore Dr,,,Forest Lake,MN,55025     ,Washington,(651) 982-2215,Active,St. Peter's Church and School,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/20/1998,01/01/2023,12/31/2023,   ,
1621,802396,Child Care Center,St. Philips Preschool,1401 15TH ST W,,,Hastings,MN,55033-2437,Dakota,(651) 437-6541,Active,St. Philips Early Learning Center,32 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/10/1985,01/01/2023,12/31/2023,   ,
1622,1040721,Child Care Center,St. Stephen Preschool,8400 France Ave S,,,Bloomington,MN,55431     ,Hennepin,(952) 831-4746,Active,St. Stephen Lutheran Church,99 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/11/2006,01/01/2023,12/31/2023,   ,
1623,1065509,Child Care Center,Star Childcare Center LLC,3205 Cedar Ave S,,,Minneapolis,MN,55407     ,Hennepin,(612) 724-4199,Active,Star Childcare Center Inc. ,43 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/14/2013,01/01/2023,12/31/2023,   ,
1624,1084558,Child Care Center,Star Learning Center Inc,1512 Southcross Dr,,,Burnsville,MN,55306     ,Dakota,(952) 378-1062,Active,Star Learning Center Inc,102,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/01/2017,01/01/2023,12/31/2023,   ,
1625,804926,Child Care Center,Star Light Early Learning Center,605 PARKWAY AVE,,,Eagle Lake,MN,56024-7712,Blue Earth,(507) 257-3502,Active,Epiphany Lutheran Church,34 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1626,830690,Child Care Center,Stay 'N Play Child Care,619 E 4th St,,,Litchfield,MN,55355     ,Meeker,(320) 593-7858,Active,Stay 'N Play Child Care Inc,151,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/22/1998,01/01/2023,12/31/2023,   ,
1627,1100426,Child Care Center,Stay and Play Child Care LLC,114 N STATE ST,,,New Ulm,MN,56073-1857,Brown,(507) 359-7372,Active,"Stay and Play Child Care, LLC",64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/03/2020,01/01/2023,12/31/2023,   ,
1628,1054346,Child Care Center,Stay N Play Child Care Inc,500 INDUSTRIAL DR SW,,,Willmar,MN,56201-2716,Kandiyohi,(320) 222-3084,Active,Stay 'N Play Child Care Inc,100,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/29/2009,02/14/2023,12/31/2023,   ,
1629,1092332,Child Care Center,Stella Maris Academy prek- Holy Rosary Campus,2802 E 4th St,,,Duluth,MN,55812     ,St. Louis,(218) 724-8565,Active,Stella Maris Academy,39 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,05/29/2018,01/01/2023,12/31/2023,   ,
1630,1092329,Child Care Center,Stella Maris Academy PreK- St. James Campus ,715 North 57th Ave W ,,,Duluth,MN,55807     ,St. Louis,(218) 624-1511,Active,Stella Maris Academy,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/18/2018,01/01/2023,12/31/2023,   ,
1631,1086835,Child Care Center,Step By Step Montessori of Brooklyn Park,8455 W Broadway Ave,,,Brooklyn Park,MN,55455     ,Hennepin,(763) 493-9093,Active,ES SBS Brooklyn LLC,121,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/24/2018,01/01/2023,12/31/2023,   ,
1632,1086836,Child Care Center,Step By Step Montessori of Chaska,1485 White Oak Dr,,,Chaska,MN,55318     ,Carver,(952) 368-4456,Active,ES SBS Chaska LLC,214,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/08/2018,02/21/2023,12/31/2023,   ,
1633,1086837,Child Care Center,Step By Step Montessori of Corcoran,23610 Co Rd 10,,,Corcoran,MN,55357     ,Hennepin,(763) 498-5437,Active,ES SBS Corcoran LLC,156,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/10/2018,01/01/2023,12/31/2023,   ,
1634,1086843,Child Care Center,Step By Step Montessori of Edina,6519 Barrie Rd,,,Edina,MN,55435     ,Hennepin,(952) 920-7450,Active,ES SBS Southdale LLC,162,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/14/2018,01/01/2023,12/31/2023,   ,
1635,1086841,Child Care Center,Step By Step Montessori of Maple Grove,11601 73RD AVE N,,,Maple Grove,MN,55369-5547,Hennepin,(763) 315-3602,Active,ES SBS Maple LLC,160,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/08/2018,01/01/2023,12/31/2023,   ,
1636,1086840,Child Care Center,Step By Step Montessori of Plymouth,4355 Highway 169,,,Plymouth,MN,55442     ,Hennepin,(763) 557-6777,Active,ES SBS Plymouth LLC,195,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/08/2018,01/01/2023,12/31/2023,   ,
1637,1086838,Child Care Center,Step By Step Montessori of St Anthony,2955 Pentagon Dr,,,Saint Anthony,MN,55418     ,Ramsey,(612) 788-8010,Active,ES SBS St Anthony LLC,134,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/08/2018,01/01/2023,12/31/2023,   ,
1638,1086845,Child Care Center,Step By Step Montessori of Wayzata,15300 Wayzata Blvd,,,Wayzata,MN,55391     ,Hennepin,(952) 476-0240,Active,ES SBS Wayzata LLC,101,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/01/2018,01/01/2023,12/31/2023,   ,
1639,1088722,Child Care Center,Stepping Stones Childcare & Preschool LLC,550 S 4TH ST,,,Marshall,MN,56258-1601,Lyon,(507) 337-9730,Active,Stepping Stones Childcare & Preschool LLC,55 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2018,01/01/2023,12/31/2023,   ,
1641,1064797,Child Care Center,Stepping Stones Childcare Learning Center Inc,7140 Fairview Rd,,,Baxter,MN,56425     ,Crow Wing,(218) 270-3100,Active,Stepping Stones Childcare Learning Center Inc,74 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/13/2013,01/01/2023,12/31/2023,   ,
1642,1060203,Child Care Center,Stepping Stones Childcare Learning Center Inc,810 NW 7th St,,,Brainerd,MN,56401     ,Crow Wing,(218) 270-3100,Active,Stepping Stones Childcare Learning Center Inc,143,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/13/2011,01/01/2023,12/31/2023,   ,
1643,1095790,Child Care Center,Stepping Stones Early Learning Center,3540 125 LN NE,,,Blaine,MN,55449     ,Anoka,(763) 710-7273,Active,Stepping Stones ELC Inc.,170,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2019,01/01/2023,12/31/2023,   ,
1644,1095855,Child Care Center,Stepping Stones Early Learning Center,11253 Eagle View Blvd,,,Woodbury,MN,55129-0000,Washington,(651) 998-1661,Active,Stepping Stones ELC Inc.,215,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/02/2019,01/01/2023,12/31/2023,   ,
1645,1092109,Child Care Center,Stepping Stones Preschool,34384 Country Rd 63,,,Grand Rapids,MN,55744     ,Itasca,(218) 327-9343,Active,Grand Rapids Evangelical Free Church,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/2018,01/01/2023,12/31/2023,   ,
1646,1114115,Child Care Center,Steve & Kate's Camp,1424 Yale Place,,,Minneapolis,MN,55403-0000,Hennepin,(612) 517-2109,Active,Bright Horizons Children's Centers LLC,40 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/13/2022,01/01/2023,12/31/2023,   ,
1647,1019438,Child Care Center,Stillwater Head Start,614 MULBERRY ST W,,,Stillwater,MN,55082-4858,Washington,(651) 439-0757,Active,"Anoka County Community Action Program,  Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/17/2002,01/01/2023,12/31/2023,   ,
1648,1094662,Child Care Center,Success Child Care Inc.,946 UNIVERSITY AVE W,,,Saint Paul,MN,55104-4703,Ramsey,(612) 323-9799,Active,Success Child Care Inc. ,81 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/24/2018,01/01/2023,12/31/2023,   ,
1650,808805,Child Care Center,Summit Childcare/preschool,1600 N 8th Ave E, ,,Duluth,MN,55805     ,St. Louis,(218) 724-3133,Active,"Educational Frontiers, Inc",115,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/27/1995,01/01/2023,12/31/2023,   ,
1651,810966,Child Care Center,Summit Early Learning Center,1015 Olson Memorial Hwy, , ,Minneapolis,MN,55405     ,Hennepin,(612) 377-9011,Active,Summit Early Learning Center,124,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/01/1997,01/01/2023,12/31/2023,   ,
1652,1064648,Child Care Center,Sunflower Montessori & Daycare,7561 142ND ST W,,,Apple Valley,MN,55124-6702,Dakota,(952) 583-2402,Active,Sunflower Montessori & Daycare,123,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2015,01/01/2023,12/31/2023,   ,
1653,1094554,Child Care Center,Sunflower Russian Daycare,1800 Country Rd 42 E,,,Burnsville,MN,55337-0000,Dakota,(612) 310-4967,Active,Sunflower Russian Daycare,38 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/05/2018,01/01/2023,12/31/2023,   ,
1654,802435,Child Care Center,Sunny Hill Preschool,813 W Myrtle St, ,,Stillwater,MN,55082-4765,Washington,(651) 430-2469,Active,"Sunny Hill Nursery School, Inc.",40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1960,01/01/2023,12/31/2023,   ,
1655,810755,Child Care Center,Sunny Hollow Montessori,636 S Mississippi River Blvd,,,Saint Paul,MN,55116     ,Ramsey,(651) 690-2307,Active,Sunny Hollow Montessori,106,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/22/1996,01/01/2023,12/31/2023,   ,
1656,1089965,Child Care Center,Sunrise Child Care Center,3416 NICOLLET AVE,,,Minneapolis,MN,55408-4552,Hennepin,(612) 886-3950,Active,Sunrise Child Care Center LLC,74 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,"Certificate of Occupancy:  
Occupant load: 77 children",Child Care Center,Minnesota Department of Human Services,08/01/2019,01/01/2023,12/31/2023,   ,
1657,802438,Child Care Center,Sunrise Christian Academy,7687 Long Lake Rd,,,Mounds View,MN,55112     ,Ramsey,(763) 780-9516,Active,Sunrise United Methodist Church,83 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/27/1984,01/01/2023,12/31/2023,   ,
1658,1001384,Child Care Center,Sunrise International Montessori Learning Center and Child Care,2521 Horizon Dr,,,Burnsville,MN,55337     ,Dakota,(952) 890-8877,Active,Sunrise Montessori,49 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/02/1999,01/01/2023,12/31/2023,   ,
1659,1110425,Child Care Center,Sunshine Care Center MN Inc.,3418 E 25TH ST,,,Minneapolis,MN,55406-1415,Hennepin,(612) 545-5259,Active,Sunshine Care Center MN Inc.,69 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/21/2022,01/01/2023,12/31/2023,   ,
1660,1059739,Child Care Center,Sunshine Child Care Center Inc,1822 E Lake St,,,Minneapolis,MN,55407     ,Hennepin,(612) 367-4102,Active,Sunshine Child Care Center Inc,48 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/18/2011,01/01/2023,12/31/2023,   ,
1661,802445,Child Care Center,Sunshine Montessori School,4557 Colfax Ave S,,,Minneapolis,MN,55419     ,Hennepin,(612) 827-4504,Active,Sunshine Montessori School,54 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/29/1977,01/01/2023,12/31/2023,   ,
1662,1024370,Child Care Center,Sunshine Station Childcare and Preschool,8956 Walnut St,,,Rockford,MN,55373     ,Wright,(763) 477-5273,Active,Sunshine Station Childcare and Preschool,89 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/16/2003,01/01/2023,12/31/2023,   ,
1663,804543,Child Care Center,Sunshine Tree,1650 7TH AVE NE,, ,Owatonna,MN,55060-1455,Steele,(507) 451-5467,Active,Sunshine Tree,63 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1664,802451,Child Care Center,Sunshine Valley Child Care,7600 HAROLD AVE,,,Golden Valley,MN,55427-4820,Hennepin,(763) 545-6906,Active,Sunshine Valley Child Care,63 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/29/1977,01/01/2023,12/31/2023,   ,
1665,1104314,Child Care Center,Sweet Angel Child Care Inc,2740 MINNEHAHA AVE STE 156,,,Minneapolis,MN,55406-3482,Hennepin,(612) 721-1133,Active,Sweet Angel Child Care Inc. ,74 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2021,01/01/2023,12/31/2023,   ,
1666,1094457,Child Care Center,Sweet Pea Montessori,300 CEDAR LAKE RD S,,,Minneapolis,MN,55405-2009,Hennepin,(612) 666-0732,Active,Sweet Pea Montessori,21 ,Service: Day time child care Ages Served: Infants     Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,09/07/2018,01/01/2023,12/31/2023,   ,
1667,1095685,Child Care Center,T.LC University C.C.C,1061 HIGHWAY 23,,,Foley,MN,56329-9195,Benton,(507) 272-5268,Active,T.LC University C.C.C,99 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2019,01/01/2023,12/31/2023,   ,
1668,802461,Child Care Center,Taconite Head Start,26 HAYNES ST,,,Taconite,MN,55786-0000,Itasca,(218) 245-2101,Active,"Kootasca Community Action, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,05/30/1972,01/01/2023,12/31/2023,   ,
1669,1100881,Child Care Center,Taylor Childcare Center Inc,2511 TAYLOR ST NE,,,Minneapolis,MN,55418-3731,Hennepin,(612) 353-4245,Active,Taylor Childcare Center Inc,154,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,12/19/2019,01/01/2023,12/31/2023,   ,
1670,1065359,Child Care Center,Tayo Daycare Inc,312 W Lake St Ste 2931,,,Minneapolis,MN,55408     ,Hennepin,(612) 825-1929,Active,"TAYO Daycare, Inc",90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/07/2013,01/01/2023,12/31/2023,   ,
1671,1086484,Child Care Center,TCCAP Head Start,13091 Merideth Dr,,,Baxter,MN,56425     ,Crow Wing,(218) 829-2410,Active,Tri County Community Action Partnership Inc,36 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/17/2017,01/01/2023,12/31/2023,   ,
1672,1085546,Child Care Center,TCI Bilingual Montessori,7375 BUSH LAKE RD # 101,,,Edina,MN,55439-2027,Hennepin,(612) 888-4562,Active,Twin Cities International Montessori School Inc,78 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/26/2018,01/01/2023,12/31/2023,   ,
1673,1065642,Child Care Center,TeddyBear Treehouse Learning Center,701 1st Ave NE Ste #1,,,Buffalo,MN,55313     ,Wright,(763) 592-9142,Active,TeddyBear Treehouse Learning Center LLC,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/01/2013,01/01/2023,12/31/2023,   ,
1674,801711,Child Care Center,Teen Parent Services Longfellow,3017 E 31st St,,,Minneapolis,MN,55406     ,Hennepin,(612) 668-4757,Active,Minneapolis Public Schools District 0001-03,58 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/07/1990,01/01/2023,12/31/2023,   ,
1676,802268,Child Care Center,Teen Parent Services South High,3131 19th Ave S,,,Minneapolis,MN,55407     ,Hennepin,(612) 668-4332,Active,Minneapolis Public Schools District 0001-03,24 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/02/1988,01/01/2023,12/31/2023,   ,
1677,1064636,Child Care Center,Teenage Pregnancy & Parenting Program TAPP,110 Fulton St,,,Mankato,MN,56001     ,Blue Earth,(507) 387-3047,Active,Mankato Area Learning Center,4  ,Service: Day time child care Ages Served: Infants       ,None,Child Care Center,Minnesota Department of Human Services,01/07/2013,01/01/2023,12/31/2023,   ,
1680,802471,Child Care Center,Temple Israel Early Childhood Center,2323 FREMONT AVE S,,,Minneapolis,MN,55405-0000,Hennepin,(612) 374-0334,Active,Temple Israel Early Childhood Center,94 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1958,01/01/2023,12/31/2023,   ,
1681,1062317,Child Care Center,Tender Child Care LLC,15 Winifred St W,,,Saint Paul,MN,55107     ,Ramsey,(651) 224-3636,Active,Tender Child Care LLC,79 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/14/2012,01/01/2023,12/31/2023,   ,
1682,1059378,Child Care Center,Tender Time Learning Center,11199 96th Ave N,,,Maple Grove,MN,55369     ,Hennepin,(763) 425-7777,Active,Tender Time Learning Center,131,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/12/2011,01/01/2023,12/31/2023,   ,
1683,1081825,Child Care Center,Tendercare Learning Center LLC,8040 Old Cedar Ave #3,,,Bloomington,MN,55425     ,Hennepin,(952) 858-9999,Active,Tendercare Learning Center LLC,90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/2016,01/01/2023,12/31/2023,   ,
1684,803870,Child Care Center,Thief River Falls Head Start @ Northland Community & Technical College,1101 Highway 1 East,,,Thief River Falls,MN,56701     ,Pennington,(218) 689-0303,Active,Inter County Community Council,45 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1685,1094020,Child Care Center,Thrive Child Care and Family Resource Center,400 5 Ave Sw,,,Rochester,MN,55902     ,Olmsted,(507) 258-9055,Active,Thrive Family Resource Center ,82 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/2018,01/01/2023,12/31/2023,   ,
1686,1084101,Child Care Center,Thunder Hawk Care,2000 BLACK OAK AVE,,,Montevideo,MN,56265-0000,Chippewa,(320) 269-5026,Active,Montevideo Public School District 0129-01,33 ,Service: Day time child care Ages Served: Infants     Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,05/22/2017,01/01/2023,12/31/2023,   ,
1687,1110729,Child Care Center,Tierra Encantada - Dodd Inc.,835 VIKINGS PKWY,,,Eagan,MN,55121-0000,Dakota,(952) 300-2043,Active,Tierra Encantada Inc.,132,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/21/2022,01/01/2023,12/31/2023,   ,
